Results from Epoch0 [RHCS]
created:2021-12-16 19:00:23.722954
Using source files:
-LoS_measurements_20Sep21.txt
-Polar_measurements_20Sep21.txt
-Point_List_20Sep21.txt

K10	-3.31461786449	-0.00766874737892	-1.10848266316	6.936818423083649e-06	6.585843023939458e-06	2.2918338336447475e-05	2.4834311149590654e-05
PQK36_9	3.20060315428	0.190483005298	0.38105493115	1.8253478771975127e-06	4.734481601639425e-06	1.1637903027022503e-05	1.2695983529267484e-05
K6	1.16642034957	-4.44602868699	0.595247105165	5.812933733027889e-06	7.541081619125089e-06	1.9039401713713968e-05	2.128748289927802e-05
K14	1.09050262623	4.38766673522	0.605602679314	5.9644025884010876e-06	7.619719737445663e-06	2.0043444293134107e-05	2.2256996343750313e-05
PQK36_5	3.5798923596	-0.31857592381	0.259612529665	2.2766432025841323e-06	4.546467228981534e-06	8.351110933856699e-06	9.777245131715604e-06
PQK62_1	0.703098471706	0.319566371449	-0.260276478263	1.8636154011200865e-06	4.2325428698254515e-06	5.701897661049545e-06	7.341601899128318e-06
Girder_9	1.93210812236	0.319376097611	-0.446913160966	1.8714487361510492e-06	7.192285721386129e-06	4.391278402662988e-06	8.632185139337e-06
PQL6_5	2.26716019162	-0.318344115897	0.259940613025	1.8837715282715964e-06	5.83122990081794e-06	4.941934687097147e-06	7.872391998525853e-06
L	1.50630086747	0.295070247068	-0.465152941939	3.5912662834917336e-06	6.918658647366022e-06	9.001835535694302e-06	1.1907899647268023e-05
PQL6_2	2.26734643327	0.319100740357	0.260143553199	1.8935926348589299e-06	6.25819218911435e-06	4.851193936707231e-06	8.141544396134486e-06
PQK36_7	3.20004989624	0.319501125289	-0.26011298184	2.009092925956502e-06	4.381623687535984e-06	5.861956442506103e-06	7.589309181878395e-06
PQK62_7	0.323198866355	0.319102051912	-0.25967264348	2.137239097907313e-06	4.459760685380261e-06	8.070013363296595e-06	9.464796459315578e-06
Girder_1	0.323066833424	0.31888180652	-0.447345820489	6.292290116652236e-06	5.330160715725984e-06	8.12894515532178e-06	1.1579433384488958e-05
PQK62_5	0.703795202875	-0.318551497128	0.259945127333	2.0155898299466344e-06	4.249864606282624e-06	5.541716081918516e-06	7.268739138730483e-06
K17	3.41313829636	-4.44697068484	0.581845612942	6.448296604738706e-06	7.351094379812071e-06	2.0522597403567022e-05	2.2733150284826017e-05
PQK62_2	0.703926116147	0.319736915533	0.2604991422	2.060836011999904e-06	4.37510728612175e-06	5.628489665874273e-06	7.420815639286882e-06
K11	-3.33452065632	2.24408508277	0.527811898348	5.607072506164236e-06	6.721077569220461e-06	2.4316828298082306e-05	2.5844153773325174e-05
Girder_6	1.16111440872	-0.318759665143	-0.259659007004	1.557688421914574e-06	3.434624789409429e-06	7.429671459116648e-06	8.332050087115715e-06
K18	-1.08408302078	-4.44871694289	0.681798141187	6.172769163658837e-06	5.615039052861656e-06	2.124000135554756e-05	2.2820372483740075e-05
